,Question,Answer URL,Answer Label,Question Rating,Answer Quality,Factual,questionId
215,can products labelled homeopathic in actuality contain active ingredients,https://skeptics.stackexchange.com/questions/5518#5526,yes,2.0,2.3333333333333335,1.0,5518
216,do we need to clean our ears remove earwax,https://skeptics.stackexchange.com/questions/5722#5754,yes,2.6666666666666665,2.6666666666666665,1.0,5722
217,do patients with spinal cord injury recover faster with positive attitudes,https://skeptics.stackexchange.com/questions/5727#5880,yes,2.0,1.6666666666666667,1.0,5727
218,do firstborns buy more insurance,https://skeptics.stackexchange.com/questions/5802#5806,yes,2.3333333333333335,2.3333333333333335,1.0,5802
219,does eating white rice regularly increase the risk of diabetes,https://skeptics.stackexchange.com/questions/5821#22031,no,2.6666666666666665,1.6666666666666667,1.0,5821
220,are there any proven benefits to ingesting wheatgrass,https://skeptics.stackexchange.com/questions/5842#5855,no,2.0,2.3333333333333335,1.0,5842
221,can mountains on earth grow higher than  feet  m,https://skeptics.stackexchange.com/questions/5848#5866,na,1.6666666666666667,2.6666666666666665,1.0,5848
222,can you melt gold in a regular campfire,https://skeptics.stackexchange.com/questions/5849#5868,yes,2.6666666666666665,2.3333333333333335,1.0,5849
223,do fruitvegetable washes effectively remove pesticides,https://skeptics.stackexchange.com/questions/5865#5890,yes,2.6666666666666665,2.0,1.0,5865
224,is it impossible to fold a sheet of paper in half more than seven times,https://skeptics.stackexchange.com/questions/5912#5913,no,2.6666666666666665,2.6666666666666665,1.0,5912
225,did removing one olive lead to an airline saving thousands of dollars,https://skeptics.stackexchange.com/questions/5935#5938,yes,2.3333333333333335,2.3333333333333335,1.0,5935
226,does vinegar have bactericidal properties that help remedy food poisoning,https://skeptics.stackexchange.com/questions/5953#5954,no,1.6666666666666667,3.0,1.0,5953
227,do open windows increase the chance of lightning striking the house,https://skeptics.stackexchange.com/questions/5962#5972,no,2.0,2.0,1.0,5962
228,is lasik corrective eye surgery unsafe,https://skeptics.stackexchange.com/questions/5967#5968,na,1.6666666666666667,2.3333333333333335,1.0,5967
229,is a coin toss fair,https://skeptics.stackexchange.com/questions/5982#5984,yes,1.6666666666666667,2.6666666666666665,1.0,5982
230,do the recent cloud results have significant implications for global warming,https://skeptics.stackexchange.com/questions/5983#36180,no,1.3333333333333333,2.0,1.0,5983
231,is carbon still increasing in the atmosphere,https://skeptics.stackexchange.com/questions/5993#5994,no,2.3333333333333335,2.3333333333333335,1.0,5993
232,does adding milk or cream in the coffee help reduce teeth stain,https://skeptics.stackexchange.com/questions/6029#6104,yes,1.6666666666666667,2.3333333333333335,1.0,6029
233,is each step in the food chain  efficient,https://skeptics.stackexchange.com/questions/6035#6038,no,1.5,3.0,1.0,6035
234,have coma patients ever gained the ability to speak a foreign language fluently,https://skeptics.stackexchange.com/questions/6094#7734,no,1.0,2.5,1.0,6094
235,is it beneficial to drink alkaline water aka kangen water,https://skeptics.stackexchange.com/questions/6141#8954,no,2.6666666666666665,3.0,1.0,6141
236,do probiotics have health benefits,https://skeptics.stackexchange.com/questions/6180#6183,na,2.3333333333333335,2.3333333333333335,1.0,6180
237,does orgone energy exist,https://skeptics.stackexchange.com/questions/6182#6256,no,1.6666666666666667,2.6666666666666665,1.0,6182
238,does diet soda cause tooth decay,https://skeptics.stackexchange.com/questions/6191#6195,yes,2.0,2.6666666666666665,1.0,6191
239,is margarine one molecule away from plastic,https://skeptics.stackexchange.com/questions/6275#6276,yes,1.3333333333333333,1.6666666666666667,1.0,6275
240,does any ussold brand of  pure fruit juice contain added hfcs,https://skeptics.stackexchange.com/questions/6277#6279,na,1.6666666666666667,2.0,1.0,6277
241,can eating too much sugar cause diabetes,https://skeptics.stackexchange.com/questions/6284#6288,no,2.5,3.0,1.0,6284
242,is routine screening for breast cancer for asymptomatic women worthwhile,https://skeptics.stackexchange.com/questions/6473#6558,no,2.6666666666666665,2.3333333333333335,1.0,6473
243,do artificial colours in food cause hyperactivity in children,https://skeptics.stackexchange.com/questions/6485#6490,yes,1.5,2.5,1.0,6485
244,is skin cancer the leading cause of cancer death of young adult women,https://skeptics.stackexchange.com/questions/6518#6528,no,2.0,2.0,1.0,6518
245,is drinking raw milk more dangerous than drinking pasteurized milk,https://skeptics.stackexchange.com/questions/6574#6655,na,1.5,2.0,1.0,6574
246,is it dangerous to mix boiled and unboiled water,https://skeptics.stackexchange.com/questions/6601#11150,na,2.0,2.0,1.0,6601
247,do electric heaters with open heating elements dry the air or burn up oxygen,https://skeptics.stackexchange.com/questions/6620#6630,no,1.3333333333333333,2.3333333333333335,1.0,6620
248,is  of a humans sense of taste in their nose,https://skeptics.stackexchange.com/questions/6632#8464,no,2.0,2.6666666666666665,1.0,6632
249,is allowing an infant to cry harmful to its development,https://skeptics.stackexchange.com/questions/6665#7685,na,2.6666666666666665,2.0,1.0,6665
250,does organic butter have more omega fat than conventional butter,https://skeptics.stackexchange.com/questions/6707#6718,no,2.3333333333333335,2.0,1.0,6707
251,does the color red make you hungrier,https://skeptics.stackexchange.com/questions/6738#26883 ,no,2.6666666666666665,2.6666666666666665,1.0,6738
252,does eating chocolate make you high,https://skeptics.stackexchange.com/questions/6765#6768,yes,2.3333333333333335,2.6666666666666665,1.0,6765
253,can you die from eating chili peppers,https://skeptics.stackexchange.com/questions/6810#6811,yes,2.0,2.3333333333333335,1.0,6810
254,does lsd provide a creativity boost,https://skeptics.stackexchange.com/questions/6834#6904,yes,2.5,1.5,1.0,6834
255,are vitamins ingested in natural food more effective than those ingested in supplements,https://skeptics.stackexchange.com/questions/6837#6855,no,2.0,2.0,1.0,6837
256,can young children safely eat cooked mushrooms,https://skeptics.stackexchange.com/questions/6903#6914,na,1.0,2.0,1.0,6903
257,are some burgers in japan made from human excrement,https://skeptics.stackexchange.com/questions/6905#6906,yes,2.0,1.6666666666666667,1.0,6905
258,can chili peppers give you an ulcer,https://skeptics.stackexchange.com/questions/6919#6920,no,2.0,2.3333333333333335,1.0,6919
259,should we drink water before we feel thirsty,https://skeptics.stackexchange.com/questions/6923#10197,no,2.0,2.0,1.0,6923
260,does a typical human on a western diet have undigested protein stuck in their body from years of eating certain foods,https://skeptics.stackexchange.com/questions/6970#7112,no,2.3333333333333335,2.6666666666666665,1.0,6970
261,does eating meat increase testosterone levels,https://skeptics.stackexchange.com/questions/6982#6989,yes,2.3333333333333335,2.3333333333333335,1.0,6982
262,do men tend to be funnier than women,https://skeptics.stackexchange.com/questions/6992#7869,yes,2.3333333333333335,2.3333333333333335,1.0,6992
263,is diet soda less healthy than regular soda,https://skeptics.stackexchange.com/questions/6996#7027,na,3.0,1.5,1.0,6996
264,are there any fda approved ingredients that are known to be directly harmful when taken at an approved dosage,https://skeptics.stackexchange.com/questions/7004#7026,no,2.0,2.3333333333333335,1.0,7004
265,does drinking water prevent dehydration,https://skeptics.stackexchange.com/questions/7049#7050,no,1.6666666666666667,2.3333333333333335,1.0,7049
266,does red bull contain as much energy as  coffees,https://skeptics.stackexchange.com/questions/7087#7088,na,2.3333333333333335,2.3333333333333335,1.0,7087
267,are raw button mushrooms unhealthy especially carcinogenic,https://skeptics.stackexchange.com/questions/7089#7090,na,2.3333333333333335,2.6666666666666665,1.0,7089
268,do men show greater variance in the distribution of their iq than women,https://skeptics.stackexchange.com/questions/7093#7108,yes,2.0,2.0,1.0,7093
269,does eating greasy foods help soak up alcohol,https://skeptics.stackexchange.com/questions/7152#7163,yes,2.0,2.0,1.0,7152
270,are sperm counts in men decreasing significantly,https://skeptics.stackexchange.com/questions/7160#7201,no,2.6666666666666665,2.3333333333333335,1.0,7160
271,do  of self reported homosexual teens no longer self report as homosexual by their twenties,https://skeptics.stackexchange.com/questions/7165#7166,no,2.0,1.3333333333333333,1.0,7165
272,do rapists think rape is normal,https://skeptics.stackexchange.com/questions/7167#8332,no,2.6666666666666665,3.0,1.0,7167
273,do oily foods have any effect on acne,https://skeptics.stackexchange.com/questions/7202#12386,na,2.0,2.5,1.0,7202
274,do hand sanitizers have a negative impact on the human immune system,https://skeptics.stackexchange.com/questions/7209#25138,na,2.6666666666666665,2.0,1.0,7209
275,does objectifying women in advertisement cause violence against their gender,https://skeptics.stackexchange.com/questions/7223#30246,yes,2.0,2.6666666666666665,1.0,7223
276,does a full bladder help maintain mental focus,https://skeptics.stackexchange.com/questions/7238#7425,na,2.0,2.0,1.0,7238
277,does honey ever go bad,https://skeptics.stackexchange.com/questions/7247#7251,no,2.6666666666666665,2.6666666666666665,1.0,7247
278,do raisins need to be refrigerated,https://skeptics.stackexchange.com/questions/7320#7321,na,1.5,2.5,1.0,7320
279,does catnip treat headache and coughs and insomnia,https://skeptics.stackexchange.com/questions/7367#14362,na,2.0,1.3333333333333333,1.0,7367
280,do maneaters exist,https://skeptics.stackexchange.com/questions/7383#7386,yes,2.0,2.5,1.0,7383
281,do alcoholic digestives help digestion,https://skeptics.stackexchange.com/questions/7410#7420 ,na,2.5,2.0,1.0,7410
282,is the rorschach test a reliable diagnostic tool for psychologists,https://skeptics.stackexchange.com/questions/7424#8632,na,2.0,3.0,1.0,7424
283,is this quantum levitation video real,https://skeptics.stackexchange.com/questions/7429#7431,yes,1.6666666666666667,2.3333333333333335,1.0,7429
284,is it dangerous to throw a coin off a building,https://skeptics.stackexchange.com/questions/7443#7444,yes,1.5,2.5,1.0,7443
285,is it better to obtain vitamins and minerals from food rather than by taking supplements,https://skeptics.stackexchange.com/questions/7445#7451,no,2.3333333333333335,2.3333333333333335,1.0,7445
286,does our brain make ourselves look five times more beautiful than we really are,https://skeptics.stackexchange.com/questions/7461#7492,no,2.3333333333333335,3.0,1.0,7461
287,does frank ryans abdominal fat reducer pill work,https://skeptics.stackexchange.com/questions/7467#7474,yes,1.3333333333333333,1.3333333333333333,1.0,7467
288,are old glass panes thicker on the bottom due to flow,https://skeptics.stackexchange.com/questions/7533#7534,na,2.6666666666666665,2.0,1.0,7533
289,are microwave hotspots real,https://skeptics.stackexchange.com/questions/7556#7774,yes,2.3333333333333335,2.3333333333333335,1.0,7556
290,does skimmed milk have more added chemicals than whole milk,https://skeptics.stackexchange.com/questions/7571#7572,no,1.6666666666666667,1.6666666666666667,1.0,7571
291,is this video from nasa proof that lenr is a real effect,https://skeptics.stackexchange.com/questions/7589#7591,no,1.6666666666666667,2.0,1.0,7589
292,do mcdonalds burgers have an unnaturally long lifespan,https://skeptics.stackexchange.com/questions/7622#8295,no,3.0,3.0,1.0,7622
293,is the electromagnetic field sensitivity study reliable,https://skeptics.stackexchange.com/questions/7626#7627,na,1.3333333333333333,2.0,1.0,7626
294,does reverse psychology work,https://skeptics.stackexchange.com/questions/7653#7655,yes,2.3333333333333335,2.3333333333333335,1.0,7653
295,are red heads more likely to be hot headed,https://skeptics.stackexchange.com/questions/7715#7721,na,2.0,3.0,1.0,7715
296,are the  scientists who claim that climate change is not something to worry about climate scientists,https://skeptics.stackexchange.com/questions/7722#7725,no,2.0,2.6666666666666665,1.0,7722
297,does the wind direction affect the audibility of distant sounds,https://skeptics.stackexchange.com/questions/7757#7762,yes,3.0,2.5,1.0,7757
298,do atoms exist,https://skeptics.stackexchange.com/questions/7801#7803,yes,1.6666666666666667,2.6666666666666665,1.0,7801
299,are katanas made of steel folded  times,https://skeptics.stackexchange.com/questions/7878#7879,no,2.6666666666666665,2.6666666666666665,1.0,7878
300,is exclusive breastfeeding better than breast milkformula in developed countries,https://skeptics.stackexchange.com/questions/7902#7910,yes,2.0,2.3333333333333335,1.0,7902
301,does it take  days to form a habit,https://skeptics.stackexchange.com/questions/7985#15524,no,1.3333333333333333,2.3333333333333335,1.0,7985
302,was sir isaac newton a homosexual,https://skeptics.stackexchange.com/questions/8017#8023,no,1.6666666666666667,2.3333333333333335,1.0,8017
303,does white noise improve concentration,https://skeptics.stackexchange.com/questions/8025#8066 ,yes,2.0,3.0,1.0,8025
304,are the leaked heartland institute documents legitimate,https://skeptics.stackexchange.com/questions/8054#8075,na,1.3333333333333333,2.3333333333333335,1.0,8054
305,do the effects of chromotherapy have support in scientific literature,https://skeptics.stackexchange.com/questions/8055#8065,yes,2.0,2.6666666666666665,1.0,8055
306,is sadomasochism more prevalent in england than in other countries,https://skeptics.stackexchange.com/questions/8063#8099,no,2.0,2.6666666666666665,1.0,8063
307,are there an unusually large number of people with aspergers who work in or study it or computer science,https://skeptics.stackexchange.com/questions/8080#15439,na,1.6666666666666667,2.0,1.0,8080
308,is decaffeinated coffee bad for health,https://skeptics.stackexchange.com/questions/8110#8122 ,no,2.3333333333333335,3.0,1.0,8110
309,are added nitrates and nitrites in our diet harmful,https://skeptics.stackexchange.com/questions/8119#8136,yes,2.0,2.6666666666666665,1.0,8119
310,is racism a natural instinct,https://skeptics.stackexchange.com/questions/8130#8163,na,2.0,1.6666666666666667,1.0,8130
311,is reducing carbon emission from cars futile,https://skeptics.stackexchange.com/questions/8138#8162,no,2.5,2.5,1.0,8138
312,was the practice of eating fish during lent started by the church to spur the economy of italy,https://skeptics.stackexchange.com/questions/8179#15045,no,2.3333333333333335,2.0,1.0,8179
313,are inorganic materials in mineral water harmful,https://skeptics.stackexchange.com/questions/8248#10142,no,1.5,2.5,1.0,8248
314,is it possible to get a sunburn if youre behind a glass window,https://skeptics.stackexchange.com/questions/8250#8567,yes,1.6666666666666667,2.0,1.0,8250
315,is washing fruitsvegetables with water useful,https://skeptics.stackexchange.com/questions/8306#8307,na,3.0,2.6666666666666665,1.0,8306
316,does ginkgo biloba improve your memory,https://skeptics.stackexchange.com/questions/8335#8336,na,2.5,2.0,1.0,8335
317,are psychopaths more intelligent than people in general,https://skeptics.stackexchange.com/questions/8435#10961,no,3.0,3.0,1.0,8435
318,is red meat responsible for one in ten early deaths,https://skeptics.stackexchange.com/questions/8442#8456,no,2.3333333333333335,1.6666666666666667,1.0,8442
319,is it unhealthy to reuse cooking oil,https://skeptics.stackexchange.com/questions/8461#8463,yes,2.0,2.75,1.0,8461
320,are men  times more likely to be struck by lightning than women,https://skeptics.stackexchange.com/questions/8476#8479,yes,2.0,1.6666666666666667,1.0,8476
321,would a humans blood suddenly boil or eyesbody explode in a vacuum,https://skeptics.stackexchange.com/questions/8521#8524,no,3.0,2.6666666666666665,1.0,8521
322,is the united states the country with the highest obesity rate,https://skeptics.stackexchange.com/questions/8541#8542,no,2.3333333333333335,2.6666666666666665,1.0,8541
323,is taking capsaicin in pill form safe and does it speed up metabolism or help you lose weight,https://skeptics.stackexchange.com/questions/8564#8575,na,2.0,2.3333333333333335,1.0,8564
324,are chia seeds a superfood,https://skeptics.stackexchange.com/questions/8576#8579,na,2.0,1.5,1.0,8576
325,can airport xray machines scramble kindle screens,https://skeptics.stackexchange.com/questions/8580#26433,no,2.0,3.0,1.0,8580
326,is there any reason to use cold water over hot water for boiling,https://skeptics.stackexchange.com/questions/8615#8616,yes,1.3333333333333333,1.6666666666666667,1.0,8615
327,does drinking any type of soda increase the risk of type  diabetes,https://skeptics.stackexchange.com/questions/8626#31036,yes,1.6666666666666667,2.6666666666666665,1.0,8626
328,is drinking tea after a meal unhealthy,https://skeptics.stackexchange.com/questions/8646#8649,na,2.0,1.6666666666666667,1.0,8646
329,can alpha brain dietary supplement improve mental acuity and focus,https://skeptics.stackexchange.com/questions/8668#9689,yes,2.0,2.0,1.0,8668
330,do harmful chemicals migrate from the container into the food if you microwave the food in a plastic container,https://skeptics.stackexchange.com/questions/8671#9413,no,2.0,2.3333333333333335,1.0,8671
331,can an extra internal refrigerator light increase the vitamin c content of fruit,https://skeptics.stackexchange.com/questions/8700#10032 ,na,2.5,2.0,1.0,8700
332,is lean finely textured beef lftb or pink slime safe to eat,https://skeptics.stackexchange.com/questions/8737#10405 ,no,2.5,2.0,1.0,8737
333,are indian temples placed on sites where positive energy is abundantly available,https://skeptics.stackexchange.com/questions/8750#8755,yes,1.5,1.5,1.0,8750
334,did a nuclear blast devastate port chicago on july,https://skeptics.stackexchange.com/questions/8752#8754,no,2.0,2.6666666666666665,1.0,8752
335,does eating trans fatty acids affect immune response,https://skeptics.stackexchange.com/questions/8768#20825,na,1.5,2.0,1.0,8768
336,is global warming irreversible,https://skeptics.stackexchange.com/questions/8854#8856,na,2.3333333333333335,2.0,1.0,8854
337,are nebulae colored,https://skeptics.stackexchange.com/questions/8881#8882,yes,2.0,2.0,1.0,8881
338,does denver international airport display murals of conquering stormtroopers and dead children,https://skeptics.stackexchange.com/questions/8902#8911,yes,1.6666666666666667,2.3333333333333335,1.0,8902
339,can decompression after diving cause you to explode,https://skeptics.stackexchange.com/questions/8912#8913,yes,2.5,2.5,1.0,8912
340,does heavy alcoholism prevent atherosclerosis,https://skeptics.stackexchange.com/questions/8927#22414,no,1.0,2.6666666666666665,1.0,8927
341,are ion heaters significantly more efficient then normal electric heaters,https://skeptics.stackexchange.com/questions/8929#18513,no,1.6666666666666667,2.6666666666666665,1.0,8929
342,does the average human eat their own body weight in food every month,https://skeptics.stackexchange.com/questions/8936#8943,no,1.5,1.5,1.0,8936
343,does briefly searing a steak on one side before flipping it over once seal in the juices,https://skeptics.stackexchange.com/questions/8961#8977,no,2.6666666666666665,2.6666666666666665,1.0,8961
344,does cows milk contain blood,https://skeptics.stackexchange.com/questions/8990#8991,no,2.0,2.0,1.0,8990
345,was bovine somatotropin bghbst deemed safe for humans after a day test on  rats,https://skeptics.stackexchange.com/questions/9007#25218,yes,1.0,2.0,1.0,9007
346,is eating dry milk powdered milk harmful,https://skeptics.stackexchange.com/questions/9029#9104,na,1.6666666666666667,2.6666666666666665,1.0,9029
347,is physical beauty correlated with health,https://skeptics.stackexchange.com/questions/9030#9039,yes,2.0,1.6666666666666667,1.0,9030
348,are glaciers melting,https://skeptics.stackexchange.com/questions/9045#9070,yes,2.0,3.0,1.0,9045
349,does a prototype car that runs on water exist,https://skeptics.stackexchange.com/questions/9064#9093,yes,1.0,2.5,1.0,9064
350,is the claim of liberalism being a psychological disorder accurate,https://skeptics.stackexchange.com/questions/9099#9108,no,1.6666666666666667,2.6666666666666665,1.0,9099
351,is the united kingdom funding forced sterilization in india to combat climate change,https://skeptics.stackexchange.com/questions/9158#36381,na,2.5,3.0,1.0,9158
352,are ceramic heaters more efficient than convection heaters,https://skeptics.stackexchange.com/questions/9167#9170,no,2.0,2.0,1.0,9167
353,does forskolin help to break down fat,https://skeptics.stackexchange.com/questions/9195#15614,yes,1.0,1.3333333333333333,1.0,9195
354,is the mcgurk effect real,https://skeptics.stackexchange.com/questions/9206#9231,yes,1.5,3.0,1.0,9206
355,is eating a banana on an empty stomach bad for you,https://skeptics.stackexchange.com/questions/9268#20817,na,2.3333333333333335,2.6666666666666665,1.0,9268
356,does boiling vegetables wash away important vitamins,https://skeptics.stackexchange.com/questions/9395#9396,na,2.0,2.6666666666666665,1.0,9395
357,is preferred personal space affected by population density,https://skeptics.stackexchange.com/questions/9399#9406,na,1.5,1.5,1.0,9399
358,can magnets damage lcd screens,https://skeptics.stackexchange.com/questions/9432#9434,yes,2.3333333333333335,2.0,1.0,9432
359,does drinking one cup of green tea boost your metabolism by,https://skeptics.stackexchange.com/questions/9463#9468,na,1.5,2.0,1.0,9463
360,cant spoil a young baby with attention,https://skeptics.stackexchange.com/questions/9476#19724,no,1.0,1.6666666666666667,1.0,9476
361,are medias portrayals of physical perfection a contributing cause of eating disorders,https://skeptics.stackexchange.com/questions/9585#9588,no,2.6666666666666665,1.6666666666666667,1.0,9585
362,do side sleeping postures contribute to breast sagging,https://skeptics.stackexchange.com/questions/9621#9656,no,2.6666666666666665,2.3333333333333335,1.0,9621
363,does the radioactivity on hiroshimas soil affect radiometric dating,https://skeptics.stackexchange.com/questions/9663#9667,yes,2.3333333333333335,2.3333333333333335,1.0,9663
364,is corn oil bad for arthritis,https://skeptics.stackexchange.com/questions/9692#22424,no,1.6666666666666667,2.6666666666666665,1.0,9692
365,do radiometric dating labs throw out  of  specimens and are the samples blinded,https://skeptics.stackexchange.com/questions/9701#26355,no,2.3333333333333335,3.0,1.0,9701
366,is eating meat drinking milk during the same meal unhealthy,https://skeptics.stackexchange.com/questions/9709#10330,na,2.0,2.3333333333333335,1.0,9709
367,is adrenalin shot directly in the heart to revive people overdosing,https://skeptics.stackexchange.com/questions/9786#9793,no,1.6666666666666667,1.6666666666666667,1.0,9786
368,do eye movements reveal how a person is thinking,https://skeptics.stackexchange.com/questions/9792#9800,na,2.0,1.6666666666666667,1.0,9792
369,is a glass of red wine a day beneficial for the heart,https://skeptics.stackexchange.com/questions/9797#9803,na,1.6666666666666667,2.3333333333333335,1.0,9797
370,is the ninth wave the largest,https://skeptics.stackexchange.com/questions/9805#9963,no,1.3333333333333333,2.6666666666666665,1.0,9805
371,does paper blunt scissors,https://skeptics.stackexchange.com/questions/9830#9837,yes,2.0,2.6666666666666665,1.0,9830
372,do soy beans and corn flakes decrease libido,https://skeptics.stackexchange.com/questions/9860#9863,na,1.3333333333333333,1.0,1.0,9860
373,is there any correlation between the ear to which you hold the phone and the person on the other end,https://skeptics.stackexchange.com/questions/9887#14266,na,2.0,1.6666666666666667,1.0,9887
374,do you get less wet walking through a vertical rainstorm than running through it,https://skeptics.stackexchange.com/questions/9903#10551,no,2.6666666666666665,2.3333333333333335,1.0,9903
375,do performance incentives work for knowledge workers,https://skeptics.stackexchange.com/questions/9907#28090,na,1.6666666666666667,1.6666666666666667,1.0,9907
376,does a suspects psychological state after arrest correlate to guilt or innocence eg do only the guilty sleep in jail,https://skeptics.stackexchange.com/questions/10049#10053,na,2.0,1.6666666666666667,1.0,10049
377,does weight watchers work,https://skeptics.stackexchange.com/questions/10050#10051,na,2.0,3.0,1.0,10050
378,can a bomb calorimeter meaningfully measure food calories,https://skeptics.stackexchange.com/questions/10070#10120,no,1.5,2.0,1.0,10070
379,does the shangrila diet work according to its supposed mechanism,https://skeptics.stackexchange.com/questions/10103#16121,na,1.0,1.6666666666666667,1.0,10103
380,are most of the nutrients of vegetables and fruits contained in the peel,https://skeptics.stackexchange.com/questions/10169#10205,no,2.3333333333333335,2.6666666666666665,1.0,10169
381,do stress balls reduce stress,https://skeptics.stackexchange.com/questions/10245#10264 ,no,2.3333333333333335,2.0,1.0,10245
382,do boiled potatoes have a higher glycemic index than baked,https://skeptics.stackexchange.com/questions/10248#10260,na,2.3333333333333335,1.6666666666666667,1.0,10248
383,does washing vegetables remove nutrients,https://skeptics.stackexchange.com/questions/10274#10281,no,2.3333333333333335,2.3333333333333335,1.0,10274
384,can science explain how bicycles work,https://skeptics.stackexchange.com/questions/10401#10404,yes,2.0,2.0,1.0,10401
385,does purell promote antibiotic resistance or superbugs,https://skeptics.stackexchange.com/questions/10451#10452,na,1.5,2.0,1.0,10451
386,does matrix rhythm therapy work,https://skeptics.stackexchange.com/questions/10479#22048,na,2.5,2.0,1.0,10479
387,does mcdonalds put antiemetics antivomit in their food,https://skeptics.stackexchange.com/questions/10494#10495,no,1.3333333333333333,1.6666666666666667,1.0,10494
388,does quantum teleportation transmit information,https://skeptics.stackexchange.com/questions/10540#10545,no,2.3333333333333335,2.3333333333333335,1.0,10540
389,does a mosquito line exist above which mosquitos do not travel,https://skeptics.stackexchange.com/questions/10555#10556,na,2.3333333333333335,2.3333333333333335,1.0,10555
390,does parsley improve bad breath,https://skeptics.stackexchange.com/questions/10656#17998,no,2.0,2.3333333333333335,1.0,10656
391,can pumpkinsunflowerflaxsesameother seeds regulate hormones,https://skeptics.stackexchange.com/questions/10666#10669,yes,2.6666666666666665,2.3333333333333335,1.0,10666
392,can you get high from secondhand marijuana smoke,https://skeptics.stackexchange.com/questions/10692#10704,yes,1.6666666666666667,3.0,1.0,10692
393,does frequent tuna consumption pose a health risk,https://skeptics.stackexchange.com/questions/10809#20795,no,2.0,2.0,1.0,10809
394,do tea cosies keep a pot of tea warm,https://skeptics.stackexchange.com/questions/10812#10814,yes,1.6666666666666667,2.6666666666666665,1.0,10812
395,does pregnancy food influence a childs future food preference,https://skeptics.stackexchange.com/questions/10845#17582,yes,2.3333333333333335,2.3333333333333335,1.0,10845
396,is a beer belly caused by drinking beer,https://skeptics.stackexchange.com/questions/10853#10858,no,2.0,2.3333333333333335,1.0,10853
397,do omega  fatty acids reduce inflammation,https://skeptics.stackexchange.com/questions/10919#10930,na,2.0,2.3333333333333335,1.0,10919
398,does sugar feed cancer,https://skeptics.stackexchange.com/questions/10935#10936,no,2.3333333333333335,2.3333333333333335,1.0,10935
399,is nasa working on warp drive,https://skeptics.stackexchange.com/questions/10949#10951,yes,2.3333333333333335,2.0,1.0,10949
400,do commercial airliners go into flat spins if they lose electronics,https://skeptics.stackexchange.com/questions/10965#13610,no,1.6666666666666667,3.0,1.0,10965
401,is nikola tesla the only scientist to successfully create ball lightning,https://skeptics.stackexchange.com/questions/10970#36296,no,1.6666666666666667,2.0,1.0,10970
402,does drinking the urine of camels have medical benefits,https://skeptics.stackexchange.com/questions/10974#11012,no,1.3333333333333333,2.0,1.0,10974
403,can a trained human eye catch microexpressions,https://skeptics.stackexchange.com/questions/10994#11048,yes,2.5,2.5,1.0,10994
404,have recommended calorie intakes increased significantly over the years and if so is it due to food industry lobbying,https://skeptics.stackexchange.com/questions/11024#26745,na,2.5,1.0,1.0,11024
405,are there male and female watermelon fruits,https://skeptics.stackexchange.com/questions/11104#23245,no,3.0,2.5,1.0,11104
406,do ocean waves come in sets of,https://skeptics.stackexchange.com/questions/11113#11140,no,1.5,2.0,1.0,11113
407,does boiling the same water twice make it dangerous to ones health,https://skeptics.stackexchange.com/questions/11118#11119,no,2.0,3.0,1.0,11118
408,is it a healthy habit to walk after having food,https://skeptics.stackexchange.com/questions/11143#11169,no,2.6666666666666665,2.6666666666666665,1.0,11143
409,can a man fall faster than the speed of sound,https://skeptics.stackexchange.com/questions/11162#11166,yes,2.3333333333333335,3.0,1.0,11162
410,does the eneloop battery have lower selfdischarge,https://skeptics.stackexchange.com/questions/11224#12426,yes,1.6666666666666667,2.6666666666666665,1.0,11224
411,does bread contain traces of alcohol,https://skeptics.stackexchange.com/questions/12264#12266,yes,2.6666666666666665,2.6666666666666665,1.0,12264
412,is climate close to a tipping point,https://skeptics.stackexchange.com/questions/12328#15316,no,2.5,2.5,1.0,12328
413,does hugging a romantic partner for  seconds cause an oxytocin spike,https://skeptics.stackexchange.com/questions/12354#28039,no,2.0,2.6666666666666665,1.0,12354
414,are blue eggs lower in cholesterol than other eggs,https://skeptics.stackexchange.com/questions/12378#12379,no,1.6666666666666667,1.6666666666666667,1.0,12378
415,can coconut oil promote weight loss by increasing metabolism,https://skeptics.stackexchange.com/questions/12442#12445,no,1.5,3.0,1.0,12442
416,is marijuana an effective medicine for any one of these medical conditions,https://skeptics.stackexchange.com/questions/12513#15584,no,3.0,2.0,1.0,12513
417,do we need to brush our teeth,https://skeptics.stackexchange.com/questions/13550#14209,yes,1.3333333333333333,2.6666666666666665,1.0,13550
418,does modafinil make you smarter,https://skeptics.stackexchange.com/questions/13554#28837,yes,2.3333333333333335,2.3333333333333335,1.0,13554
419,do  of australian children think pasta comes from animals,https://skeptics.stackexchange.com/questions/13570#13572,yes,2.3333333333333335,3.0,1.0,13570
420,is diet coke  water,https://skeptics.stackexchange.com/questions/13690#13693,yes,1.0,3.0,1.0,13690
421,can bcaas be beneficial for recovery and performance for weight lifters,https://skeptics.stackexchange.com/questions/13721#18761,na,1.5,1.0,1.0,13721
422,does your stomach shrink if you eat less,https://skeptics.stackexchange.com/questions/13724#38803,no,2.0,1.6666666666666667,1.0,13724
423,is avoiding global warming by preventing co emissions far too expensive compared to geoengineering or adapting to a warmer world,https://skeptics.stackexchange.com/questions/13789#18690,na,1.6666666666666667,1.0,1.0,13789
424,is there such a thing as an aphrodisiac,https://skeptics.stackexchange.com/questions/13814#14835,na,1.5,2.5,1.0,13814
